origin,named,timePublished,orgName,ip,hostName,authority,datePublished,currency,exitAccept,callingCode,longitude,asName,nicHdl,guard,contactInfo,routerName,netName,badExit,mntRef,fingerPrint,organisation,dirPort,orPort,techc,fast,signingKey,platform,valid,remarks,sourceName,capital,latitude,stable,nameIndividual,familyMembers,descriptorPublishDate,phone,status,platformVersion,exitTrueFalse,description,upTimeSeconds,abuseC,route,consensusBandwidth,exitReject,faxNo,onionKey,running,exitAddressDate,inetNum,hibernating,region,postalAddress,exitNode,orgType,firstSeen,lastStatusDate,orAddress,adminc,siteOperator,language,mntby,v2Dir,country,descriptorPublishTime,bandwidth,emailIndividual,person,asNumber,bandwidthUnits,memberOf,exitAddressTime,badDirectory,lastStatusTime
,,,,92.63.173.24,holly,,,EUR ,,31 ,4.9 ,"PCEXTREME PCextreme B.V.,NL <",,,,xxx,,,,,,9030,9001,,,,,,,tordata5,Amsterdam ,52.3667 ,,,,,,,,,,345600,,,28,,,,,,,,"Europe, Western Europe ",,,,2015-03-15,,,,,Dutch ,,,Netherlands (Nederland),,0 KBs,,,48635,,,,,
,,,,167.114.71.189,189.ip-167-114-71.net,,,CAD ,,1 ,-73.5747 ,"OVH OVH SAS,FR <",,,,XOHroland,,,,,,,443,,,,,,,tordata5,Ottawa ,45.504 ,,,,,,,,,,864000,,,11,,,,,,,,"Americas, Northern America ",,,,2015-02-05,,,,,"English,French ",,,Canada (Canada),,0 KBs,,,16276,,,,,
,,,,193.136.204.117,biblioteca.inescc.fe.uc.pt,,,EUR ,,351 ,-9.1394 ,"RCCN Fundacao para a Ciencia e a Tecnologia, I.P.,PT <",,,,xnamed,,,,,,,6112,,,,,,,tordata5,Lisbon ,38.7139 ,,,,,,,,,,1209600,,,9,,,,,,,,"Europe, Southern Europe ",,,,2014-04-14,,,,,Portuguese ,,,Portugal (Portugal),,0 KBs,,,1930,,,,,
,,,,162.243.139.73,xmppwocky.net,,,"USD,USN,USS ",,1 ,-122.4194 ,"DIGITALOCEAN-ASN - Digital Ocean, Inc.,US <",,,,XMPPwocky,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,37.7749 ,,,,,,,,,,950400,,,1,,,,,,,,"Americas, Northern America ",,,,2016-01-19,,,,,English ,,,United States (United States),,0 KBs,,,14061,,,,,
,,,,128.199.151.194,128.199.151.194,,,SGD ,,65 ,103.8558 ,"DIGITALOCEAN-AS-AP Digital Ocean, Inc.,SG <",,,,xasper,,,,,,,9001,,,,,,,tordata5,Singapore ,1.2931 ,,,,,,,,,,11577600,,,9,,,,,,,,"Asia, South-Eastern Asia ",,,,2014-10-09,,,,,"English,Malay,Mandarin,Tamil ",,,Singapore (Singapore),,0 KBs,,,133165,,,,,
,,,,178.12.93.230,dslb-178-012-093-230.178.012.pools.vodafone-ip.de,,,EUR ,,49 ,9 ,"VODANET Vodafone GmbH,DE <",,,,x2ero,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,46800,,,35,,,,,,,,"Europe, Western Europe ",,,,2015-08-29,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3209,,,,,
,,,,2.245.141.213,x2f58dd5.dyn.telefonica.de,,,EUR ,,49 ,8.0987 ,"TDDE-ASN1 Telefonica Germany GmbH &amp; Co.OHG,DE <",,,,wurscht,,,,,,,9001,,,,,,,tordata5,Berlin ,49.194 ,,,,,,,,,,39600,,,4,,,,,,,,"Europe, Western Europe ",,,,2015-11-22,,,,,German ,,,Germany (Deutschland),,0 KBs,,,6805,,,,,
,,,,80.100.189.3,mail.wtmnd.nl,,,EUR ,,31 ,4.9 ,"XS4ALL-NL XS4ALL Internet BV,NL <",,,,wtmndtornode,,,,,,,9001,,,,,,,tordata5,Amsterdam ,52.3667 ,,,,,,,,,,1468800,,,30,,,,,,,,"Europe, Western Europe ",,,,2014-04-08,,,,,Dutch ,,,Netherlands (Nederland),,0 KBs,,,3265,,,,,
,,,,46.41.23.213,46.41.23.213,,,EUR ,,49 ,9 ,"TAL-DE TAL.DE Klaus Internet Service GmbH,DE <",,,,wssgtor2,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,1555200,,,16,,,,,,,,"Europe, Western Europe ",,,,2015-11-18,,,,,German ,,,Germany (Deutschland),,0 KBs,,,8820,,,,,
,,,,81.246.139.243,243.139-246-81.adsl-dyn.isp.belgacom.be,,,EUR ,,32 ,3.9523 ,"BELGACOM-SKYNET-AS Proximus NV,BE <",,,,WshSayko,,,,,,,9001,,,,,,,tordata5,Brussels ,50.4541 ,,,,,,,,,,172800,,,27,,,,,,,,"Europe, Western Europe ",,,,2016-01-19,,,,,"Dutch,French,German ",,,Belgium (Belgi�),,0 KBs,,,5432,,,,,
,,,,87.142.15.26,p578E0F1A.dip0.t-ipconnect.de,,,EUR ,,49 ,11.6833 ,"DTAG Deutsche Telekom AG,DE <",,,,wserver2,,,,,,,9001,,,,,,,tordata5,Berlin ,48.7667 ,,,,,,,,,,39600,,,24,,,,,,,,"Europe, Western Europe ",,,,2015-11-23,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,91.47.57.49,p5B2F3931.dip0.t-ipconnect.de,,,EUR ,,49 ,9 ,"DTAG Deutsche Telekom AG,DE <",,,,wrongnetwork1,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,46800,,,7,,,,,,,,"Europe, Western Europe ",,,,2015-09-20,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
AS8820,,"T15:04:23Z,T14:52:47Z,T15:00:33Z,T14:53:53Z",,46.41.59.223,46.41.59.223,,"2013-06-05,2009-01-30,2013-06-05,2010-10-19",EUR ,,49 ,9 ,"TAL-DE TAL.DE Klaus Internet Service GmbH,DE <","PTY4-RIPE,PB16812-RIPE",,,wormhole,PTY-PBIT,,,,",:            ORG-PTY1-RIPE",,9001,"PTY4-RIPE,BR114-RIPE",,,,,"ISP-Suite,ISP-Suite",tordata5,Berlin ,51 ,,,,,"+49 202 69555300,+49202695550",ASSIGNED PA,,,"Bevermann IT Systeme PB.it,Pascal Bevermann,Am Linnerhof 10,58285 Gevelsberg,TAL.DE Klaus Internet Service GmbH",172800,,46.41.32.0/19,33,,+49 202 69555190,,,,46.41.59.0 - 46.41.59.255,,"Europe, Western Europe ","Werner Seelenbinder Str. 23,42477 Radevormwald,Germany,Bevermann IT Systeme PB.it,Am Linnerhof 10,58285 Gevelsberg,Germany",,,2015-06-11,"2013-06-05,2013-06-21,2013-06-05,2010-10-19",,"PB16812-RIPE,PTY3-RIPE",,German ,"PORTUNITY-MNT,PORTUNITY-MNT,PORTUNITY-MNT,TAL-MNT",,Germany (Deutschland),,0 KBs,,Pascal Bevermann,8820,,,,,"T15:04:23Z,T14:40:31Z,T15:00:33Z,T14:53:53Z"
,,,,94.193.80.26,5ec1501a.skybroadband.com,,,GBP ,,44 ,-0.13 ,"BSKYB-BROADBAND-AS Sky UK Limited,GB <",,,,worcesternode,,,,,,7070,7000,,,,,,,tordata5,London ,51.5 ,,,,,,,,,,7200,,,30,,,,,,,,"Europe, Northern Europe ",,,,2015-11-21,,,,,English ,,,United Kingdom (United Kingdom),,0 KBs,,,5607,,,,,
,,,,91.36.244.46,p5B24F42E.dip0.t-ipconnect.de,,,EUR ,,49 ,10.019 ,"DTAG Deutsche Telekom AG,DE <",,,,wopr,,,,,,9030,9001,,,,,,,tordata5,Berlin ,53.5771 ,,,,,,,,,,43200,,,18,,,,,,,,"Europe, Western Europe ",,,,2014-03-15,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,173.160.180.189,hermes.forcedperspective.org,,,"USD,USN,USS ",,1 ,-122.4413 ,"COMCAST-7922 - Comcast Cable Communications, Inc.,US <",,,,wingedgods,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,47.2626 ,,,,,,,,,,3456000,,,7,,,,,,,,"Americas, Northern America ",,,,2011-02-04,,,,,English ,,,United States (United States),,0 KBs,,,7922,,,,,
,,,,128.199.207.148,carey.jagr.org,,,SGD ,,65 ,103.8558 ,"DIGITALOCEAN-AS-AP Digital Ocean, Inc.,SG <",,,,willcarey,,,,,,,9001,,,,,,,tordata5,Singapore ,1.2931 ,,,,,,,,,,1296000,,,14,,,,,,,,"Asia, South-Eastern Asia ",,,,2015-11-11,,,,,"English,Malay,Mandarin,Tamil ",,,Singapore (Singapore),,0 KBs,,,133165,,,,,
,,,,79.244.58.195,p4FF43AC3.dip0.t-ipconnect.de,,,EUR ,,49 ,9 ,"DTAG Deutsche Telekom AG,DE <",,,,whvger,,,,,,9031,9002,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,39600,,,23,,,,,,,,"Europe, Western Europe ",,,,2016-01-29,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,198.58.102.234,li552-234.members.linode.com,,,"USD,USN,USS ",,1 ,-74.4773 ,"SOFTLAYER - SoftLayer Technologies Inc.,US <",,,,whoeverest,,,,,,,433,,,,,,,tordata5,Washington D.C. ,39.4899 ,,,,,,,,,,15984000,,,35,,,,,,,,"Americas, Northern America ",,,,2014-06-05,,,,,English ,,,United States (United States),,0 KBs,,,36351,,,,,
,,,,94.224.44.162,94-224-44-162.access.telenet.be,,,EUR ,,32 ,4.35 ,"TELENET-AS Telenet N.V.,BE <",,,,wfrelay,,,,,,,4444,,,,,,,tordata5,Brussels ,50.85 ,,,,,,,,,,165600,,,19,,,,,,,,"Europe, Western Europe ",,,,2015-08-29,,,,,"Dutch,French,German ",,,Belgium (Belgi�),,0 KBs,,,6848,,,,,
AS24940,,"T14:55:16Z,T09:40:20Z,T11:49:52Z,T11:07:58Z",Hetzner Online GmbH,78.46.64.245,static.245.64.46.78.clients.your-server.de,,"2010-04-12,2004-08-12,2007-04-16,2004-04-17",EUR ,,49 ,9 ,"HETZNER-AS Hetzner Online GmbH,DE <",HOAC1-RIPE,,,wewillrockthatworld,HETZNER-RZ-NBG-NET,,"HOS-GUN,RIPE-NCC-HM-MNT",,",:            ORG-HOA1-RIPE,,:            ORG-HOA1-RIPE,anisation,:   ORG-HOA1-RIPE,,-name:       Hetzner Online GmbH,,-type:       LIR",,9001,"HOAC1-RIPE,GM834-RIPE,SK2374-RIPE,TF2013-RIPE,MF1400-RIPE,SK8441-RIPE",,,,,"*************************************************,* For spam/abuse/security issues please contact *,* abuse@hetzner.de, not this address. *,* The contents of your abuse email will be *,* forwarded directly on to our client for *,* handling. *,*************************************************,remarks:        *************************************************,* Any questions on Peering please send to *,* peering@hetzner.de *,*************************************************",tordata5,Berlin ,51 ,,,,,"+49 9831 505-0,+49 9831 5050",ASSIGNED PA,,,"Hetzner Online AG,HETZNER-RZ-NBG-BLK5",37411200,HOAC1-RIPE,78.46.0.0/15,30,,"+49 9831 505-3,+49 9831 5053",,,,78.46.64.0 - 78.46.95.255,,"Europe, Western Europe ","Hetzner Online GmbH,Industriestrasse 25,D-91710 Gunzenhausen,Germany,Industriestrasse 25,D-91710,Gunzenhausen,GERMANY",,LIR,2014-11-17,"2010-04-12,2015-08-06,2007-04-16,2015-08-06",,"HOAC1-RIPE,MH375-RIPE,TF2013-RIPE,MF1400-RIPE,GM834-RIPE,HOAC1-RIPE,MH375-RIPE,SK2374-RIPE,SK8441-RIPE",,German ,"HOS-GUN,HOS-GUN,HOS-GUN,RIPE-NCC-HM-MNT",,Germany (Deutschland),,0 KBs,,,24940,,,,,"T14:55:16Z,T09:39:14Z,T11:49:52Z,T12:01:31Z"
AS20676,,"T03:05:19Z,T07:20:16Z,T12:14:58Z",,92.202.124.52,port-92-202-124-52.dynamic.qsc.de,,"2014-12-09,2002-07-19,2012-07-16",EUR ,,49 ,9 ,"QSC-1 QSC AG,DE <",QSC1-RIPE,,,werhqwoddlkjwodcxy,QSC-WHOLESALE-1,,,,",:            ORG-QA1-RIPE",9030,9001,"QSC1-RIPE,BF359-RIPE,CV1903,GHM-RIPE,JK10755-RIPE,MD1900-RIPE,MH6797-RIPE",,,,,"***********************************,* For spam, portscans, hacks, ... *,* please contact to abuse@qsc.de  *,***********************************,********************************************,QSC AG - Network Design Department,remarks:        Fuer Fragen zu SPAM, Portscans, Trojanern,usw. wenden Sie sich bitte an abuse@qsc.de,remarks:        To report SPAM/UCE/Portscans/Hacks please,contact abuse@qsc.de.,remarks:        For peering requests, BGP policy changes,etc. contact peering@NOSPAM.qsc.de. For,Routing issues noc-ip@NOSPAM.qsc.de. Please,remove NOSPAM. from email address.,********************************************",tordata5,Berlin ,51 ,,,,,+49 221 669 8000,ASSIGNED PA,,,"QSC AG Dynamic IP Addresses,QSC AG",43200,,92.202.0.0/16,7,,+49 221 669 8009,,,,92.200.0.0 - 92.205.255.255,,"Europe, Western Europe ","QSC AG,Mathias-Brueggen-Str. 55,D-50829 Koeln,Germany",,,2013-12-17,"2014-12-09,2015-12-07,2012-07-16",,"QSC1-RIPE,MH6797-RIPE",,German ,"QSC-NOC,QSC-NOC,QSC-NOC",,Germany (Deutschland),,0 KBs,,,20676,,,,,"T03:05:19Z,T16:09:11Z,T12:14:58Z"
,,,,212.224.84.234,vps612.fra14-inx08.webhod.de,,,EUR ,,49 ,9 ,"DE-FIRSTCOLO First Colo GmbH,DE <",,,,wearethepeople,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,518400,,,21,,,,,,,,"Europe, Western Europe ",,,,2015-12-25,,,,,German ,,,Germany (Deutschland),,0 KBs,,,44066,,,,,
,,,,50.149.38.221,c-50-149-38-221.hsd1.pa.comcast.net,,,"USD,USN,USS ",,1 ,-75.9075 ,"COMCAST-7922 - Comcast Cable Communications, Inc.,US <",,,,WaywardHound,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,40.3548 ,,,,,,,,,,172800,,,16,,,,,,,,"Americas, Northern America ",,,,2016-01-14,,,,,English ,,,United States (United States),,0 KBs,,,7922,,,,,
,,,,89.231.52.37,host-89-231-52-37.wroclaw.mm.pl,,,PLN ,,48 ,19.4667 ,"MULTIMEDIA-AS Multimedia Polska S.A.,PL <",,,,WaterFall,,,,,,,443,,,,,,,tordata5,Warsaw ,51.75 ,,,,,,,,,,82800,,,2,,,,,,,,"Europe, Eastern Europe ",,,,2014-03-25,,,,,Polish ,,,Poland (Polska),,0 KBs,,,21021,,,,,
,,,,82.229.138.31,lib59-1-82-229-138-31.fbx.proxad.net,,,EUR ,,33 ,3.0586 ,"PROXAD Free SAS,FR <",,,,Waba,,,,,,,9001,,,,,,,tordata5,Paris ,50.633 ,,,,,,,,,,3024000,,,4,,,,,,,,"Europe, Western Europe ",,,,2008-04-13,,,,,French ,,,France (France),,0 KBs,,,12322,,,,,
,,,,88.159.245.112,112-245.ftth.onsbrabantnet.nl,,,EUR ,,31 ,5.4597 ,"EDUTEL-AS Edutel B.V.,NL <",,,,Vreeken,,,,,,,9001,,,,,,,tordata5,Amsterdam ,51.3508 ,,,,,,,,,,8899200,,,20,,,,,,,,"Europe, Western Europe ",,,,2015-10-20,,,,,Dutch ,,,Netherlands (Nederland),,0 KBs,,,39309,,,,,
,,,,188.120.231.199,vps2.glukhovaolga.ru,,,RUB ,,7 ,37.6166 ,"ISPSYSTEM-AS JSC _ISPsystem_,LU <",,,,vps2goru,,,,,,9030,9001,,,,,,,tordata5,Moscow ,55.75 ,,,,,,,,,,10800,,,3870,,,,,,,,"Europe, Eastern Europe ",,,,2015-09-08,,,,,Russian ,,,Russia (??????),,0 KBs,,,29182,,,,,
,,,,92.52.32.77,92-52-32-77.dynamic.orange.sk,,,EUR ,,421 ,17.1167 ,"OSK-DNI Orange Slovensko a.s.,SK <",,,,VoSA,,,,,,,9001,,,,,,,tordata5,Bratislava ,48.15 ,,,,,,,,,,2419200,,,5,,,,,,,,"Europe, Eastern Europe ",,,,2013-11-23,,,,,Slovak ,,,Slovak Republic (Slovensko),,0 KBs,,,15962,,,,,
,,,,77.86.197.70,kytkin.vipu.org,,,EUR ,,358 ,24.861 ,"NBLNETWORKS-AS Nebula Oy,FI <",,,,vorelay,,,,,,,9090,,,,,,,tordata5,Helsinki ,60.2229 ,,,,,,,,,,3369600,,,6,,,,,,,,"Europe, Northern Europe ",,,,2013-05-18,,,,,"Finnish,Swedish ",,,Finland (Suomi),,0 KBs,,,29422,,,,,
,,,,178.33.214.97,ext-dyn-fr.castaxo.net,,,EUR ,,33 ,2.35 ,"OVH OVH SAS,FR <",,,,VolvoFMXEuro6,,,,,,,9001,,,,,,,tordata5,Paris ,48.86 ,,,,,,,,,,950400,,,29,,,,,,,,"Europe, Western Europe ",,,,2015-10-24,,,,,French ,,,France (France),,0 KBs,,,16276,,,,,
